Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	collected_by	Collection_date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host_disease	Host	Instrument	Isolate	Isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SPECID	SRA Study	lib	type	days_post_onset
SRR6121457	WGS	252	968373000	PRJNA412631	SAMN07722327	Pathogen.cl	467357245	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-07	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233862	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50968	throat swab	42.284062 N 83.727127 W	HS1401_B_HK2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1401	HS1401	SRP119147	HK2	clinical	1.0
SRR6121455	WGS	252	649698588	PRJNA412631	SAMN07722214	Pathogen.cl	301993897	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-07	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233864	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50006	throat swab	42.284062 N 83.727127 W	HS1394_B_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1394	HS1394	SRP119147	HK6	clinical	0.0
SRR6121302	WGS	252	916952652	PRJNA412631	SAMN07722338	Pathogen.cl	459344132	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-09	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234017	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51046	throat swab	42.284062 N 83.727127 W	HS1421_B_HK1	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1421	HS1421	SRP119147	HK1	clinical	1.0
SRR6121301	WGS	252	966945672	PRJNA412631	SAMN07722338	Pathogen.cl	447455459	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-09	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234018	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51046	throat swab	42.284062 N 83.727127 W	HS1421_A_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1421	HS1421	SRP119147	HK6	clinical	1.0
SRR6121300	WGS	252	576542736	PRJNA412631	SAMN07722236	Pathogen.cl	266525616	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-05	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234019	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50230	throat swab	42.284062 N 83.727127 W	HS1413_B_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1413	HS1413	SRP119147	HK6	clinical	0.0
SRR6121298	WGS	252	645989652	PRJNA412631	SAMN07722274	Pathogen.cl	295132226	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-06	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234021	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50540	throat swab	42.284062 N 83.727127 W	HS1409_A_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1409	HS1409	SRP119147	HK6	clinical	0.0
SRR6121297	WGS	252	1064302596	PRJNA412631	SAMN07722271	Pathogen.cl	479060406	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-06	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234022	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50538	throat swab	42.284062 N 83.727127 W	HS1408_B_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1408	HS1408	SRP119147	HK6	clinical	-2.0
SRR6121296	WGS	252	680637636	PRJNA412631	SAMN07722255	Pathogen.cl	335558378	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-09	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234023	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50331	throat swab	42.284062 N 83.727127 W	HS1417_B_HK1	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1417	HS1417	SRP119147	HK1	clinical	0.0
SRR6121295	WGS	252	1014261444	PRJNA412631	SAMN07722255	Pathogen.cl	467600647	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-09	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234024	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50331	throat swab	42.284062 N 83.727127 W	HS1417_A_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1417	HS1417	SRP119147	HK6	clinical	0.0
SRR6121294	WGS	252	773623872	PRJNA412631	SAMN07722244	Pathogen.cl	371542943	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-07	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234025	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50305	throat swab	42.284062 N 83.727127 W	HS1416_B_HK1	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1416	HS1416	SRP119147	HK1	clinical	2.0
SRR6121303	WGS	252	847045080	PRJNA412631	SAMN07722362	Pathogen.cl	414024502	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-18	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234016	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51216	throat swab	42.284062 N 83.727127 W	MH8309_B_HK2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8309	MH8309	SRP119147	HK2	clinical	1.0
SRR6121293	WGS	252	908910324	PRJNA412631	SAMN07722244	Pathogen.cl	414521202	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-07	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234026	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50305	throat swab	42.284062 N 83.727127 W	HS1416_A_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1416	HS1416	SRP119147	HK6	clinical	2.0
SRR6121289	WGS	252	1044921024	PRJNA412631	SAMN07722169	Pathogen.cl	522936710	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2012-12-19	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234030	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	330243	throat swab	42.284062 N 83.727127 W	1240_vic	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1240	MH2516	SRP119147	vic	clinical	2.0
SRR6121284	WGS	252	1214818416	PRJNA412631	SAMN07722278	Pathogen.cl	551734902	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-16	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234035	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50553	throat swab	42.284062 N 83.727127 W	HS1256_A_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1256	HS1256	SRP119147	HK6	clinical	0.0
SRR6121283	WGS	252	1040358060	PRJNA412631	SAMN07722230	Pathogen.cl	472994762	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-16	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234036	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50169	throat swab	42.284062 N 83.727127 W	HS1255_A_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1255	HS1255	SRP119147	HK6	clinical	3.0
SRR6121282	WGS	252	1073757636	PRJNA412631	SAMN07722290	Pathogen.cl	488706224	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-13	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234037	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50632	throat swab	42.284062 N 83.727127 W	HS1253_A_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1253	HS1253	SRP119147	HK6	clinical	0.0
SRR6121281	WGS	252	839943972	PRJNA412631	SAMN07722288	Pathogen.cl	373807941	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-10	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234038	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50628	throat swab	42.284062 N 83.727127 W	HS1250_A_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1250	HS1250	SRP119147	HK6	clinical	0.0
SRR6121280	WGS	252	856374120	PRJNA412631	SAMN07722289	Pathogen.cl	383750207	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-19	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234039	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50630	throat swab	42.284062 N 83.727127 W	HS1294_A_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1294	HS1294	SRP119147	HK6	clinical	1.0
SRR6121279	WGS	252	1194442956	PRJNA412631	SAMN07722270	Pathogen.cl	539500759	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-20	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234040	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50482	throat swab	42.284062 N 83.727127 W	HS1284_B_HK6	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1284	HS1284	SRP119147	HK6	clinical	1.0
SRR6121278	WGS	252	569872800	PRJNA412631	SAMN07722334	Pathogen.cl	240064714	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-16	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234041	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51000	throat swab	42.284062 N 83.727127 W	HS1487_A_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1487	HS1487	SRP119147	HK7	clinical	0.0
SRR6121290	WGS	252	782888400	PRJNA412631	SAMN07722170	Pathogen.cl	391309481	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2012-12-20	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234029	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	330035	throat swab	42.284062 N 83.727127 W	1241_vic	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	1241	MH2527	SRP119147	vic	clinical	1.0
SRR6121277	WGS	252	882808668	PRJNA412631	SAMN07722334	Pathogen.cl	438811404	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-16	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234042	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51000	throat swab	42.284062 N 83.727127 W	HS1487_B_HK1	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1487	HS1487	SRP119147	HK1	clinical	0.0
SRR6121304	WGS	252	503387640	PRJNA412631	SAMN07722351	Pathogen.cl	219954581	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-19	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234015	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51097	throat swab	42.284062 N 83.727127 W	MH8354_B_HK8	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8354	MH8354	SRP119147	HK8	clinical	1.0
SRR6121306	WGS	252	684511380	PRJNA412631	SAMN07722368	Pathogen.cl	286043440	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2015-01-02	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234013	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51322	throat swab	42.284062 N 83.727127 W	HS1573_A_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1573	HS1573	SRP119147	HK7	clinical	1.0
SRR6121334	WGS	252	699591312	PRJNA412631	SAMN07722287	Pathogen.cl	305790297	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-24	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233985	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50620	throat swab	42.284062 N 83.727127 W	MH7520_A_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH7520	MH7520	SRP119147	HK7	clinical	2.0
SRR6121423	WGS	252	823033260	PRJNA412631	SAMN07722302	Pathogen.cl	360613919	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-16	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233896	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50784	throat swab	42.284062 N 83.727127 W	MH8158_A_HK8	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8158	MH8158	SRP119147	HK8	clinical	1.0
SRR6121332	WGS	252	1065617532	PRJNA412631	SAMN07722282	Pathogen.cl	452894151	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-25	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233987	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50618	throat swab	42.284062 N 83.727127 W	MH7564_A_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH7564	MH7564	SRP119147	HK7	clinical	1.0
SRR6121331	WGS	252	1042257384	PRJNA412631	SAMN07722282	Pathogen.cl	498232449	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-25	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233988	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50618	throat swab	42.284062 N 83.727127 W	MH7564_B_HK2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH7564	MH7564	SRP119147	HK2	clinical	1.0
SRR6121330	WGS	252	537698952	PRJNA412631	SAMN07722269	Pathogen.cl	229840871	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-20	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233989	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50482	throat swab	42.284062 N 83.727127 W	MH7455_B_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH7455	MH7455	SRP119147	HK7	clinical	1.0
SRR6121329	WGS	252	653897664	PRJNA412631	SAMN07722233	Pathogen.cl	275863238	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-21	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233990	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50206	throat swab	42.284062 N 83.727127 W	MH7492_B_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH7492	MH7492	SRP119147	HK7	clinical	1.0
SRR6121322	WGS	252	1092769020	PRJNA412631	SAMN07722284	Pathogen.cl	468154722	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-25	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233997	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50619	throat swab	42.284062 N 83.727127 W	MH7565_B_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH7565	MH7565	SRP119147	HK7	clinical	0.0
SRR6121321	WGS	252	1156544424	PRJNA412631	SAMN07722249	Pathogen.cl	492354939	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-11-26	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3233998	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50318	throat swab	42.284062 N 83.727127 W	MH7611_A_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH7611	MH7611	SRP119147	HK7	clinical	3.0
SRR6121305	WGS	252	704794104	PRJNA412631	SAMN07722368	Pathogen.cl	365498613	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2015-01-02	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234014	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51322	throat swab	42.284062 N 83.727127 W	HS1573_B_HK1	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1573	HS1573	SRP119147	HK1	clinical	1.0
SRR6121318	WGS	252	516439224	PRJNA412631	SAMN07722362	Pathogen.cl	225665018	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-18	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234001	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51216	throat swab	42.284062 N 83.727127 W	MH8309_A_HK8	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8309	MH8309	SRP119147	HK8	clinical	1.0
SRR6121316	WGS	252	514521504	PRJNA412631	SAMN07722335	Pathogen.cl	224507331	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-18	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234003	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51000	throat swab	42.284062 N 83.727127 W	MH8308_A_HK8	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8308	MH8308	SRP119147	HK8	clinical	2.0
SRR6121314	WGS	252	330426684	PRJNA412631	SAMN07722342	Pathogen.cl	145227554	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-17	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234005	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51055	throat swab	42.284062 N 83.727127 W	MH8186_A_HK8	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8186	MH8186	SRP119147	HK8	clinical	2.0
SRR6121313	WGS	252	528819984	PRJNA412631	SAMN07722317	Pathogen.cl	252936663	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-17	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234006	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50852	throat swab	42.284062 N 83.727127 W	MH8183_B_HK2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8183	MH8183	SRP119147	HK2	clinical	3.0
SRR6121312	WGS	252	655964568	PRJNA412631	SAMN07722317	Pathogen.cl	282423156	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-17	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234007	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50852	throat swab	42.284062 N 83.727127 W	MH8183_A_HK8	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8183	MH8183	SRP119147	HK8	clinical	3.0
SRR6121311	WGS	252	620152848	PRJNA412631	SAMN07722322	Pathogen.cl	260450900	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2015-01-14	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234008	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50910	throat swab	42.284062 N 83.727127 W	HS1607_A_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1607	HS1607	SRP119147	HK7	clinical	1.0
SRR6121309	WGS	252	624440376	PRJNA412631	SAMN07722297	Pathogen.cl	259460369	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2015-01-08	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234010	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50727	throat swab	42.284062 N 83.727127 W	HS1596_A_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1596	HS1596	SRP119147	HK7	clinical	0.0
SRR6121308	WGS	252	992531484	PRJNA412631	SAMN07722239	Pathogen.cl	407994875	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2015-01-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234011	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50246	throat swab	42.284062 N 83.727127 W	HS1579_A_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1579	HS1579	SRP119147	HK7	clinical	0.0
SRR6121307	WGS	252	613381608	PRJNA412631	SAMN07722239	Pathogen.cl	318309490	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2015-01-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234012	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50246	throat swab	42.284062 N 83.727127 W	HS1579_B_HK1	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1579	HS1579	SRP119147	HK1	clinical	0.0
SRR6121317	WGS	252	877572864	PRJNA412631	SAMN07722335	Pathogen.cl	427603571	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-18	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234002	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	51000	throat swab	42.284062 N 83.727127 W	MH8308_B_HK2	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	MH8308	MH8308	SRP119147	HK2	clinical	2.0
SRR6121276	WGS	252	625727592	PRJNA412631	SAMN07722224	Pathogen.cl	271747833	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-18	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234043	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50150	throat swab	42.284062 N 83.727127 W	HS1484_A_HK7	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1484	HS1484	SRP119147	HK7	clinical	0.0
SRR6121275	WGS	252	843807132	PRJNA412631	SAMN07722224	Pathogen.cl	440034459	LAURING LAB - UNIVERSITY OF MICHIGAN	Ohmit and Monto Labs	2014-12-18	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX3234044	USA	North America	USA: Univeristy of Michigan hospital	Influenza	Homo sapiens	Illumina HiSeq 2500	50150	throat swab	42.284062 N 83.727127 W	HS1484_B_HK1	PAIRED	RT-PCR	VIRAL RNA	unidentified influenza virus	ILLUMINA	2017-09-29T00:00:00Z	HS1484	HS1484	SRP119147	HK1	clinical	0.0
