Specid	Run_x	Run_y	Segment	Start	Stop	Total_support_x	Total_support_y	Rel_support_x	Rel_support_y	plasmid_x	plasmid_y	segment	mapped_start	mapped_stop	enrollid	genomes_per_ul	Total_support	Rel_support
MH7564	SRR6121331	SRR6121332	CY207736.1	638	1891	11.0	0.0	0.0100364963503649	0.0	False	False	PA	649	1902	50618	20444.5236015679	5.5	0.00501824817518245
MH7564	SRR6121331	SRR6121332	CY207736.1	699	1995	8.0	25.0	0.0072992700729927	0.0228102189781021	False	False	PA	710	2006	50618	20444.5236015679	16.5	0.015054744525547399
MH7564	SRR6121331	SRR6121332	CY207736.1	702	1895	62.0	110.0	0.0565693430656934	0.1003649635036496	False	False	PA	713	1906	50618	20444.5236015679	86.0	0.07846715328467149
MH7564	SRR6121331	SRR6121332	CY207736.1	723	1994	18.0	4.0	0.0164233576642335	0.0036496350364963	False	False	PA	734	2005	50618	20444.5236015679	11.0	0.010036496350364901
MH7564	SRR6121331	SRR6121332	CY207736.1	767	1952	26.0	11.0	0.0237226277372262	0.0100364963503649	False	False	PA	778	1963	50618	20444.5236015679	18.5	0.01687956204379555
MH7564	SRR6121331	SRR6121332	CY207736.1	853	1791	11.0	0.0	0.0100364963503649	0.0	False	False	PA	864	1802	50618	20444.5236015679	5.5	0.00501824817518245
MH7564	SRR6121331	SRR6121332	CY207736.1	928	1730	7.0	10.0	0.0063868613138686	0.0091240875912408	False	False	PA	939	1741	50618	20444.5236015679	8.5	0.0077554744525547
MH7564	SRR6121331	SRR6121332	CY207738.1	363	2280	216.0	118.0	0.187012987012987	0.1021645021645021	False	False	PB2	378	2295	50618	20444.5236015679	167.0	0.14458874458874454
MH7564	SRR6121331	SRR6121332	CY207738.1	371	2296	15.0	0.0	0.0129870129870129	0.0	False	False	PB2	386	2311	50618	20444.5236015679	7.5	0.00649350649350645
MH7564	SRR6121331	SRR6121332	CY207738.1	395	2155	166.0	88.0	0.1437229437229437	0.0761904761904762	False	False	PB2	410	2170	50618	20444.5236015679	127.0	0.10995670995670995
MH7564	SRR6121331	SRR6121332	CY207738.1	410	2295	16.0	0.0	0.0138528138528138	0.0	False	False	PB2	425	2310	50618	20444.5236015679	8.0	0.0069264069264069
MH7564	SRR6121331	SRR6121332	CY207738.1	419	2088	5.0	7.0	0.0043290043290043	0.006060606060606	False	False	PB2	434	2103	50618	20444.5236015679	6.0	0.00519480519480515
MH7564	SRR6121331	SRR6121332	CY207738.1	468	2186	14.0	0.0	0.0121212121212121	0.0	False	False	PB2	483	2201	50618	20444.5236015679	7.0	0.00606060606060605
MH7564	SRR6121331	SRR6121332	CY207738.1	491	2217	19.0	0.0	0.0164502164502164	0.0	False	False	PB2	506	2232	50618	20444.5236015679	9.5	0.0082251082251082
MH7564	SRR6121331	SRR6121332	CY207736.1	2129	2241	0.0	12.0	0.0	0.010948905109489	False	False	PA	2140	2252	50618	20444.5236015679	6.0	0.0054744525547445
MH7564	SRR6121331	SRR6121332	CY207736.1	361	2216	0.0	13.0	0.0	0.0118613138686131	False	False	PA	372	2227	50618	20444.5236015679	6.5	0.00593065693430655
MH7564	SRR6121331	SRR6121332	CY207736.1	455	2149	0.0	13.0	0.0	0.0118613138686131	False	False	PA	466	2160	50618	20444.5236015679	6.5	0.00593065693430655
MH7564	SRR6121331	SRR6121332	CY207736.1	483	2063	0.0	21.0	0.0	0.0191605839416058	False	False	PA	494	2074	50618	20444.5236015679	10.5	0.0095802919708029
MH7564	SRR6121331	SRR6121332	CY207736.1	589	1764	0.0	14.0	0.0	0.0127737226277372	False	False	PA	600	1775	50618	20444.5236015679	7.0	0.0063868613138686
MH7564	SRR6121331	SRR6121332	CY207736.1	640	1911	0.0	11.0	0.0	0.0100364963503649	False	False	PA	651	1922	50618	20444.5236015679	5.5	0.00501824817518245
MH7564	SRR6121331	SRR6121332	CY207736.1	759	2040	0.0	18.0	0.0	0.0164233576642335	False	False	PA	770	2051	50618	20444.5236015679	9.0	0.00821167883211675
MH7564	SRR6121331	SRR6121332	CY207736.1	806	1933	0.0	15.0	0.0	0.0136861313868613	False	False	PA	817	1944	50618	20444.5236015679	7.5	0.00684306569343065
MH7564	SRR6121331	SRR6121332	CY207736.1	918	1735	0.0	23.0	0.0	0.020985401459854	False	False	PA	929	1746	50618	20444.5236015679	11.5	0.010492700729927
MH7564	SRR6121331	SRR6121332	CY207736.1	997	2255	0.0	21.0	0.0	0.0191605839416058	False	False	PA	1008	2266	50618	20444.5236015679	10.5	0.0095802919708029
MH7564	SRR6121331	SRR6121332	CY207737.1	478	2237	0.0	22.0	0.0	0.0190641247833622	False	False	PB1	487	2246	50618	20444.5236015679	11.0	0.0095320623916811
MH7611	SRR6121321	SRR6121618	CY207736.1	1022	2047	36.0	0.0	0.0328467153284671	0.0	False	False	PA	1033	2058	50318	8499.4537113383	18.0	0.01642335766423355
MH7611	SRR6121321	SRR6121618	CY207736.1	1095	2005	26.0	17.0	0.0237226277372262	0.0155109489051094	False	False	PA	1106	2016	50318	8499.4537113383	21.5	0.0196167883211678
MH7611	SRR6121321	SRR6121618	CY207736.1	1242	1686	11.0	0.0	0.0100364963503649	0.0	False	False	PA	1253	1697	50318	8499.4537113383	5.5	0.00501824817518245
MH7611	SRR6121321	SRR6121618	CY207736.1	562	2002	37.0	49.0	0.0337591240875912	0.0447080291970802	False	False	PA	573	2013	50318	8499.4537113383	43.0	0.039233576642335705
MH7611	SRR6121321	SRR6121618	CY207736.1	564	2035	15.0	0.0	0.0136861313868613	0.0	False	False	PA	575	2046	50318	8499.4537113383	7.5	0.00684306569343065
MH7611	SRR6121321	SRR6121618	CY207736.1	596	2002	23.0	13.0	0.020985401459854	0.0118613138686131	False	False	PA	607	2013	50318	8499.4537113383	18.0	0.01642335766423355
MH7611	SRR6121321	SRR6121618	CY207736.1	606	1900	16.0	0.0	0.0145985401459854	0.0	False	False	PA	617	1911	50318	8499.4537113383	8.0	0.0072992700729927
MH7611	SRR6121321	SRR6121618	CY207736.1	616	1544	24.0	0.0	0.0218978102189781	0.0	False	False	PA	627	1555	50318	8499.4537113383	12.0	0.01094890510948905
MH7611	SRR6121321	SRR6121618	CY207736.1	644	1861	11.0	0.0	0.0100364963503649	0.0	False	False	PA	655	1872	50318	8499.4537113383	5.5	0.00501824817518245
MH7611	SRR6121321	SRR6121618	CY207736.1	674	1887	47.0	48.0	0.0428832116788321	0.0437956204379562	False	False	PA	685	1898	50318	8499.4537113383	47.5	0.04333941605839415
MH7611	SRR6121321	SRR6121618	CY207736.1	767	1952	48.0	0.0	0.0437956204379562	0.0	False	False	PA	778	1963	50318	8499.4537113383	24.0	0.0218978102189781
MH7611	SRR6121321	SRR6121618	CY207736.1	863	1527	18.0	0.0	0.0164233576642335	0.0	False	False	PA	874	1538	50318	8499.4537113383	9.0	0.00821167883211675
MH7611	SRR6121321	SRR6121618	CY207737.1	367	2188	81.0	73.0	0.0701906412478336	0.0632582322357019	False	False	PB1	376	2197	50318	8499.4537113383	77.0	0.06672443674176776
MH7611	SRR6121321	SRR6121618	CY207737.1	507	2061	43.0	22.0	0.0372616984402079	0.0190641247833622	False	False	PB1	516	2070	50318	8499.4537113383	32.5	0.028162911611785052
MH7611	SRR6121321	SRR6121618	CY207738.1	1124	2330	1.0	18.0	0.0008658008658008	0.0155844155844155	False	False	PB2	1139	2345	50318	8499.4537113383	9.5	0.00822510822510815
MH7611	SRR6121321	SRR6121618	CY207738.1	1687	2166	6.0	8.0	0.0051948051948051	0.0069264069264069	False	False	PB2	1702	2181	50318	8499.4537113383	7.0	0.006060606060606001
MH7611	SRR6121321	SRR6121618	CY207738.1	1981	2009	17.0	0.0	0.0147186147186147	0.0	False	False	PB2	1996	2024	50318	8499.4537113383	8.5	0.00735930735930735
MH7611	SRR6121321	SRR6121618	CY207738.1	2311	2374	29.0	1.0	0.0251082251082251	0.0008658008658008	False	False	PB2	2326	2389	50318	8499.4537113383	15.0	0.01298701298701295
MH7611	SRR6121321	SRR6121618	CY207738.1	306	2237	15.0	0.0	0.0129870129870129	0.0	False	False	PB2	321	2252	50318	8499.4537113383	7.5	0.00649350649350645
MH7611	SRR6121321	SRR6121618	CY207738.1	538	2163	51.0	22.0	0.0441558441558441	0.019047619047619	False	False	PB2	553	2178	50318	8499.4537113383	36.5	0.03160173160173155
MH7611	SRR6121321	SRR6121618	CY207738.1	546	2049	161.0	51.0	0.1393939393939394	0.0441558441558441	False	False	PB2	561	2064	50318	8499.4537113383	106.0	0.09177489177489176
MH7611	SRR6121321	SRR6121618	CY207738.1	653	1820	19.0	0.0	0.0164502164502164	0.0	False	False	PB2	668	1835	50318	8499.4537113383	9.5	0.0082251082251082
MH7611	SRR6121321	SRR6121618	CY207738.1	832	1888	25.0	18.0	0.0216450216450216	0.0155844155844155	False	False	PB2	847	1903	50318	8499.4537113383	21.5	0.01861471861471855
MH7611	SRR6121321	SRR6121618	CY207736.1	1566	1995	0.0	21.0	0.0	0.0191605839416058	False	False	PA	1577	2006	50318	8499.4537113383	10.5	0.0095802919708029
MH7611	SRR6121321	SRR6121618	CY207736.1	286	308	0.0	13.0	0.0	0.0118613138686131	False	False	PA	297	319	50318	8499.4537113383	6.5	0.00593065693430655
MH7611	SRR6121321	SRR6121618	CY207736.1	415	2155	0.0	30.0	0.0	0.0273722627737226	False	False	PA	426	2166	50318	8499.4537113383	15.0	0.0136861313868613
MH7611	SRR6121321	SRR6121618	CY207736.1	437	2149	0.0	13.0	0.0	0.0118613138686131	False	False	PA	448	2160	50318	8499.4537113383	6.5	0.00593065693430655
MH7611	SRR6121321	SRR6121618	CY207736.1	564	904	0.0	11.0	0.0	0.0100364963503649	False	False	PA	575	915	50318	8499.4537113383	5.5	0.00501824817518245
MH7611	SRR6121321	SRR6121618	CY207736.1	707	1988	0.0	23.0	0.0	0.020985401459854	False	False	PA	718	1999	50318	8499.4537113383	11.5	0.010492700729927
MH7611	SRR6121321	SRR6121618	CY207736.1	757	1874	0.0	20.0	0.0	0.0182481751824817	False	False	PA	768	1885	50318	8499.4537113383	10.0	0.00912408759124085
MH7611	SRR6121321	SRR6121618	CY207736.1	894	1381	0.0	14.0	0.0	0.0127737226277372	False	False	PA	905	1392	50318	8499.4537113383	7.0	0.0063868613138686
MH7611	SRR6121321	SRR6121618	CY207736.1	927	2194	0.0	12.0	0.0	0.010948905109489	False	False	PA	938	2205	50318	8499.4537113383	6.0	0.0054744525547445
MH7611	SRR6121321	SRR6121618	CY207738.1	672	1433	0.0	17.0	0.0	0.0147186147186147	False	False	PB2	687	1448	50318	8499.4537113383	8.5	0.00735930735930735
MH7687	SRR6121503	SRR6121614	CY207736.1	1095	2005	11.0	0.0	0.0100364963503649	0.0	False	False	PA	1106	2016	50969	89830.6666256944	5.5	0.00501824817518245
MH7687	SRR6121503	SRR6121614	CY207736.1	2004	2027	12.0	6.0	0.010948905109489	0.0054744525547445	False	False	PA	2015	2038	50969	89830.6666256944	9.0	0.00821167883211675
MH7687	SRR6121503	SRR6121614	CY207736.1	2062	2120	22.0	11.0	0.0200729927007299	0.0100364963503649	False	False	PA	2073	2131	50969	89830.6666256944	16.5	0.015054744525547399
MH7687	SRR6121503	SRR6121614	CY207736.1	2078	2146	12.0	6.0	0.010948905109489	0.0054744525547445	False	False	PA	2089	2157	50969	89830.6666256944	9.0	0.00821167883211675
MH7687	SRR6121503	SRR6121614	CY207736.1	2087	2171	26.0	24.0	0.0237226277372262	0.0218978102189781	False	False	PA	2098	2182	50969	89830.6666256944	25.0	0.022810218978102148
MH7687	SRR6121503	SRR6121614	CY207736.1	2099	2154	9.0	9.0	0.0082116788321167	0.0082116788321167	False	False	PA	2110	2165	50969	89830.6666256944	9.0	0.0082116788321167
MH7687	SRR6121503	SRR6121614	CY207736.1	2140	2163	265.0	194.0	0.2417883211678832	0.177007299270073	False	False	PA	2151	2174	50969	89830.6666256944	229.5	0.2093978102189781
MH7687	SRR6121503	SRR6121614	CY207736.1	2148	2183	19.0	12.0	0.0173357664233576	0.010948905109489	False	False	PA	2159	2194	50969	89830.6666256944	15.5	0.0141423357664233
MH7687	SRR6121503	SRR6121614	CY207736.1	2167	2265	16.0	10.0	0.0145985401459854	0.0091240875912408	False	False	PA	2178	2276	50969	89830.6666256944	13.0	0.0118613138686131
MH7687	SRR6121503	SRR6121614	CY207736.1	2214	2241	11.0	0.0	0.0100364963503649	0.0	False	False	PA	2225	2252	50969	89830.6666256944	5.5	0.00501824817518245
MH7687	SRR6121503	SRR6121614	CY207736.1	2221	2256	9.0	24.0	0.0082116788321167	0.0218978102189781	False	False	PA	2232	2267	50969	89830.6666256944	16.5	0.015054744525547399
MH7687	SRR6121503	SRR6121614	CY207736.1	254	2050	13.0	7.0	0.0118613138686131	0.0063868613138686	False	False	PA	265	2061	50969	89830.6666256944	10.0	0.009124087591240851
MH7687	SRR6121503	SRR6121614	CY207736.1	254	329	25.0	22.0	0.0228102189781021	0.0200729927007299	False	False	PA	265	340	50969	89830.6666256944	23.5	0.021441605839415998
MH7687	SRR6121503	SRR6121614	CY207736.1	275	2192	129.0	91.0	0.1177007299270073	0.0830291970802919	False	False	PA	286	2203	50969	89830.6666256944	110.0	0.1003649635036496
MH7687	SRR6121503	SRR6121614	CY207736.1	279	336	79.0	84.0	0.0720802919708029	0.0766423357664233	False	False	PA	290	347	50969	89830.6666256944	81.5	0.07436131386861311
MH7687	SRR6121503	SRR6121614	CY207736.1	281	2149	4.0	9.0	0.0036496350364963	0.0082116788321167	False	False	PA	292	2160	50969	89830.6666256944	6.5	0.0059306569343065
MH7687	SRR6121503	SRR6121614	CY207736.1	285	2153	18.0	9.0	0.0164233576642335	0.0082116788321167	False	False	PA	296	2164	50969	89830.6666256944	13.5	0.012317518248175102
MH7687	SRR6121503	SRR6121614	CY207736.1	287	311	28.0	8.0	0.0255474452554744	0.0072992700729927	False	False	PA	298	322	50969	89830.6666256944	18.0	0.01642335766423355
MH7687	SRR6121503	SRR6121614	CY207736.1	325	409	117.0	90.0	0.1067518248175182	0.0821167883211678	False	False	PA	336	420	50969	89830.6666256944	103.5	0.094434306569343
MH7687	SRR6121503	SRR6121614	CY207736.1	327	395	218.0	103.0	0.1989051094890511	0.093978102189781	False	False	PA	338	406	50969	89830.6666256944	160.5	0.14644160583941607
MH7687	SRR6121503	SRR6121614	CY207736.1	329	2134	9.0	2.0	0.0082116788321167	0.0018248175182481	False	False	PA	340	2145	50969	89830.6666256944	5.5	0.0050182481751824
MH7687	SRR6121503	SRR6121614	CY207736.1	333	2282	491.0	246.0	0.447992700729927	0.2244525547445255	False	False	PA	344	2293	50969	89830.6666256944	368.5	0.3362226277372262
MH7687	SRR6121503	SRR6121614	CY207736.1	334	2148	16.0	0.0	0.0145985401459854	0.0	False	False	PA	345	2159	50969	89830.6666256944	8.0	0.0072992700729927
MH7687	SRR6121503	SRR6121614	CY207736.1	334	2177	9.0	9.0	0.0082116788321167	0.0082116788321167	False	False	PA	345	2188	50969	89830.6666256944	9.0	0.0082116788321167
MH7687	SRR6121503	SRR6121614	CY207736.1	336	362	53.0	29.0	0.0483576642335766	0.0264598540145985	False	False	PA	347	373	50969	89830.6666256944	41.0	0.037408759124087546
MH7687	SRR6121503	SRR6121614	CY207736.1	358	2146	19.0	4.0	0.0173357664233576	0.0036496350364963	False	False	PA	369	2157	50969	89830.6666256944	11.5	0.010492700729926951
MH7687	SRR6121503	SRR6121614	CY207736.1	359	2148	20.0	6.0	0.0182481751824817	0.0054744525547445	False	False	PA	370	2159	50969	89830.6666256944	13.0	0.0118613138686131
MH7687	SRR6121503	SRR6121614	CY207736.1	359	425	12.0	0.0	0.010948905109489	0.0	False	False	PA	370	436	50969	89830.6666256944	6.0	0.0054744525547445
MH7687	SRR6121503	SRR6121614	CY207736.1	360	2132	14.0	1.0	0.0127737226277372	0.000912408759124	False	False	PA	371	2143	50969	89830.6666256944	7.5	0.0068430656934306
MH7687	SRR6121503	SRR6121614	CY207736.1	360	2142	497.0	411.0	0.4534671532846715	0.375	False	False	PA	371	2153	50969	89830.6666256944	454.0	0.41423357664233573
MH7687	SRR6121503	SRR6121614	CY207736.1	361	2172	26.0	4.0	0.0237226277372262	0.0036496350364963	False	False	PA	372	2183	50969	89830.6666256944	15.0	0.01368613138686125
MH7687	SRR6121503	SRR6121614	CY207736.1	362	2030	11.0	3.0	0.0100364963503649	0.0027372262773722	False	False	PA	373	2041	50969	89830.6666256944	7.0	0.00638686131386855
MH7687	SRR6121503	SRR6121614	CY207736.1	367	2141	12.0	5.0	0.010948905109489	0.0045620437956204	False	False	PA	378	2152	50969	89830.6666256944	8.5	0.0077554744525547
MH7687	SRR6121503	SRR6121614	CY207736.1	367	2160	12.0	1.0	0.010948905109489	0.000912408759124	False	False	PA	378	2171	50969	89830.6666256944	6.5	0.0059306569343065
MH7687	SRR6121503	SRR6121614	CY207736.1	379	2171	36.0	3.0	0.0328467153284671	0.0027372262773722	False	False	PA	390	2182	50969	89830.6666256944	19.5	0.017791970802919648
MH7687	SRR6121503	SRR6121614	CY207736.1	380	410	13.0	0.0	0.0118613138686131	0.0	False	False	PA	391	421	50969	89830.6666256944	6.5	0.00593065693430655
MH7687	SRR6121503	SRR6121614	CY207736.1	383	2177	30.0	5.0	0.0273722627737226	0.0045620437956204	False	False	PA	394	2188	50969	89830.6666256944	17.5	0.0159671532846715
MH7687	SRR6121503	SRR6121614	CY207736.1	385	2155	3.0	19.0	0.0027372262773722	0.0173357664233576	False	False	PA	396	2166	50969	89830.6666256944	11.0	0.010036496350364901
MH7687	SRR6121503	SRR6121614	CY207736.1	385	2250	74.0	26.0	0.0675182481751824	0.0237226277372262	False	False	PA	396	2261	50969	89830.6666256944	50.0	0.045620437956204296
MH7687	SRR6121503	SRR6121614	CY207736.1	386	2145	43.0	27.0	0.0392335766423357	0.0246350364963503	False	False	PA	397	2156	50969	89830.6666256944	35.0	0.031934306569343
MH7687	SRR6121503	SRR6121614	CY207736.1	392	2209	11.0	8.0	0.0100364963503649	0.0072992700729927	False	False	PA	403	2220	50969	89830.6666256944	9.5	0.008667883211678799
MH7687	SRR6121503	SRR6121614	CY207736.1	403	2064	6.0	9.0	0.0054744525547445	0.0082116788321167	False	False	PA	414	2075	50969	89830.6666256944	7.5	0.0068430656934306
MH7687	SRR6121503	SRR6121614	CY207736.1	403	442	16.0	1.0	0.0145985401459854	0.000912408759124	False	False	PA	414	453	50969	89830.6666256944	8.5	0.0077554744525546995
MH7687	SRR6121503	SRR6121614	CY207736.1	404	2164	7.0	5.0	0.0063868613138686	0.0045620437956204	False	False	PA	415	2175	50969	89830.6666256944	6.0	0.0054744525547445
MH7687	SRR6121503	SRR6121614	CY207736.1	406	2028	4.0	7.0	0.0036496350364963	0.0063868613138686	False	False	PA	417	2039	50969	89830.6666256944	5.5	0.00501824817518245
MH7687	SRR6121503	SRR6121614	CY207736.1	406	2107	11.0	0.0	0.0100364963503649	0.0	False	False	PA	417	2118	50969	89830.6666256944	5.5	0.00501824817518245
MH7687	SRR6121503	SRR6121614	CY207736.1	406	2156	55.0	20.0	0.0501824817518248	0.0182481751824817	False	False	PA	417	2167	50969	89830.6666256944	37.5	0.03421532846715325
MH7687	SRR6121503	SRR6121614	CY207736.1	409	2156	32.0	9.0	0.0291970802919708	0.0082116788321167	False	False	PA	420	2167	50969	89830.6666256944	20.5	0.01870437956204375
MH7687	SRR6121503	SRR6121614	CY207736.1	410	2144	11.0	3.0	0.0100364963503649	0.0027372262773722	False	False	PA	421	2155	50969	89830.6666256944	7.0	0.00638686131386855
MH7687	SRR6121503	SRR6121614	CY207736.1	415	2147	10.0	1.0	0.0091240875912408	0.000912408759124	False	False	PA	426	2158	50969	89830.6666256944	5.5	0.0050182481751824
MH7687	SRR6121503	SRR6121614	CY207736.1	416	2090	14.0	2.0	0.0127737226277372	0.0018248175182481	False	False	PA	427	2101	50969	89830.6666256944	8.0	0.00729927007299265
MH7687	SRR6121503	SRR6121614	CY207736.1	417	2148	24.0	26.0	0.0218978102189781	0.0237226277372262	False	False	PA	428	2159	50969	89830.6666256944	25.0	0.022810218978102148
MH7687	SRR6121503	SRR6121614	CY207736.1	425	2213	27.0	22.0	0.0246350364963503	0.0200729927007299	False	False	PA	436	2224	50969	89830.6666256944	24.5	0.022354014598540098
MH7687	SRR6121503	SRR6121614	CY207736.1	426	2213	9.0	6.0	0.0082116788321167	0.0054744525547445	False	False	PA	437	2224	50969	89830.6666256944	7.5	0.0068430656934306
MH7687	SRR6121503	SRR6121614	CY207736.1	429	2217	28.0	17.0	0.0255474452554744	0.0155109489051094	False	False	PA	440	2228	50969	89830.6666256944	22.5	0.0205291970802919
MH7687	SRR6121503	SRR6121614	CY207736.1	430	2069	24.0	19.0	0.0218978102189781	0.0173357664233576	False	False	PA	441	2080	50969	89830.6666256944	21.5	0.019616788321167852
MH7687	SRR6121503	SRR6121614	CY207736.1	436	2223	663.0	513.0	0.6049270072992701	0.4680656934306569	False	False	PA	447	2234	50969	89830.6666256944	588.0	0.5364963503649635
MH7687	SRR6121503	SRR6121614	CY207736.1	437	2149	9.0	4.0	0.0082116788321167	0.0036496350364963	False	False	PA	448	2160	50969	89830.6666256944	6.5	0.0059306569343065
MH7687	SRR6121503	SRR6121614	CY207736.1	438	2066	18.0	8.0	0.0164233576642335	0.0072992700729927	False	False	PA	449	2077	50969	89830.6666256944	13.0	0.0118613138686131
MH7687	SRR6121503	SRR6121614	CY207736.1	441	2156	270.0	232.0	0.2463503649635036	0.2116788321167883	False	False	PA	452	2167	50969	89830.6666256944	251.0	0.22901459854014594
MH7687	SRR6121503	SRR6121614	CY207736.1	448	2058	63.0	17.0	0.0574817518248175	0.0155109489051094	False	False	PA	459	2069	50969	89830.6666256944	40.0	0.036496350364963445
MH7687	SRR6121503	SRR6121614	CY207736.1	450	2156	162.0	115.0	0.1478102189781022	0.10492700729927	False	False	PA	461	2167	50969	89830.6666256944	138.5	0.1263686131386861
MH7687	SRR6121503	SRR6121614	CY207736.1	454	2133	106.0	62.0	0.0967153284671532	0.0565693430656934	False	False	PA	465	2144	50969	89830.6666256944	84.0	0.07664233576642329
MH7687	SRR6121503	SRR6121614	CY207736.1	454	2153	231.0	188.0	0.2107664233576642	0.1715328467153284	False	False	PA	465	2164	50969	89830.6666256944	209.5	0.1911496350364963
MH7687	SRR6121503	SRR6121614	CY207736.1	454	2156	14.0	5.0	0.0127737226277372	0.0045620437956204	False	False	PA	465	2167	50969	89830.6666256944	9.5	0.0086678832116788
MH7687	SRR6121503	SRR6121614	CY207736.1	460	2000	21.0	8.0	0.0191605839416058	0.0072992700729927	False	False	PA	471	2011	50969	89830.6666256944	14.5	0.013229927007299249
MH7687	SRR6121503	SRR6121614	CY207736.1	461	485	33.0	21.0	0.0301094890510948	0.0191605839416058	False	False	PA	472	496	50969	89830.6666256944	27.0	0.0246350364963503
MH7687	SRR6121503	SRR6121614	CY207736.1	466	2028	8.0	4.0	0.0072992700729927	0.0036496350364963	False	False	PA	477	2039	50969	89830.6666256944	6.0	0.0054744525547445
MH7687	SRR6121503	SRR6121614	CY207736.1	467	2009	165.0	90.0	0.1505474452554744	0.0821167883211678	False	False	PA	478	2020	50969	89830.6666256944	127.5	0.11633211678832109
MH7687	SRR6121503	SRR6121614	CY207736.1	467	2270	53.0	33.0	0.0483576642335766	0.0301094890510948	False	False	PA	478	2281	50969	89830.6666256944	43.0	0.0392335766423357
MH7687	SRR6121503	SRR6121614	CY207736.1	470	2042	10.0	1.0	0.0091240875912408	0.000912408759124	False	False	PA	481	2053	50969	89830.6666256944	5.5	0.0050182481751824
MH7687	SRR6121503	SRR6121614	CY207736.1	474	2130	18.0	4.0	0.0164233576642335	0.0036496350364963	False	False	PA	485	2141	50969	89830.6666256944	11.0	0.010036496350364901
MH7687	SRR6121503	SRR6121614	CY207736.1	477	2147	190.0	189.0	0.1733576642335766	0.1724452554744525	False	False	PA	488	2158	50969	89830.6666256944	189.5	0.17290145985401456
MH7687	SRR6121503	SRR6121614	CY207736.1	485	2089	135.0	89.0	0.1231751824817518	0.0812043795620438	False	False	PA	496	2100	50969	89830.6666256944	112.0	0.1021897810218978
MH7687	SRR6121503	SRR6121614	CY207736.1	490	2040	332.0	277.0	0.3029197080291971	0.2527372262773723	False	False	PA	501	2051	50969	89830.6666256944	304.5	0.2778284671532847
MH7687	SRR6121503	SRR6121614	CY207736.1	492	2052	29.0	10.0	0.0264598540145985	0.0091240875912408	False	False	PA	503	2063	50969	89830.6666256944	19.5	0.01779197080291965
MH7687	SRR6121503	SRR6121614	CY207736.1	493	518	10.0	1.0	0.0091240875912408	0.000912408759124	False	False	PA	504	529	50969	89830.6666256944	5.5	0.0050182481751824
MH7687	SRR6121503	SRR6121614	CY207736.1	499	2041	14.0	3.0	0.0127737226277372	0.0027372262773722	False	False	PA	510	2052	50969	89830.6666256944	8.5	0.0077554744525547
MH7687	SRR6121503	SRR6121614	CY207736.1	501	1913	17.0	10.0	0.0155109489051094	0.0091240875912408	False	False	PA	512	1924	50969	89830.6666256944	13.5	0.012317518248175102
MH7687	SRR6121503	SRR6121614	CY207736.1	504	2140	19.0	15.0	0.0173357664233576	0.0136861313868613	False	False	PA	515	2151	50969	89830.6666256944	17.0	0.015510948905109451
MH7687	SRR6121503	SRR6121614	CY207736.1	512	2024	7.0	5.0	0.0063868613138686	0.0045620437956204	False	False	PA	523	2035	50969	89830.6666256944	6.0	0.0054744525547445
MH7687	SRR6121503	SRR6121614	CY207736.1	546	2027	11.0	6.0	0.0100364963503649	0.0054744525547445	False	False	PA	557	2038	50969	89830.6666256944	8.5	0.0077554744525546995
MH7687	SRR6121503	SRR6121614	CY207736.1	546	2042	50.0	36.0	0.0456204379562043	0.0328467153284671	False	False	PA	557	2053	50969	89830.6666256944	43.0	0.039233576642335705
MH7687	SRR6121503	SRR6121614	CY207736.1	564	1965	29.0	14.0	0.0264598540145985	0.0127737226277372	False	False	PA	575	1976	50969	89830.6666256944	21.5	0.019616788321167852
MH7687	SRR6121503	SRR6121614	CY207736.1	571	2089	17.0	3.0	0.0155109489051094	0.0027372262773722	False	False	PA	582	2100	50969	89830.6666256944	10.0	0.0091240875912408
MH7687	SRR6121503	SRR6121614	CY207736.1	580	2006	16.0	11.0	0.0145985401459854	0.0100364963503649	False	False	PA	591	2017	50969	89830.6666256944	13.5	0.01231751824817515
MH7687	SRR6121503	SRR6121614	CY207736.1	587	2001	6.0	11.0	0.0054744525547445	0.0100364963503649	False	False	PA	598	2012	50969	89830.6666256944	8.5	0.0077554744525546995
MH7687	SRR6121503	SRR6121614	CY207736.1	607	636	17.0	6.0	0.0155109489051094	0.0054744525547445	False	False	PA	618	647	50969	89830.6666256944	11.5	0.01049270072992695
MH7687	SRR6121503	SRR6121614	CY207736.1	608	2041	89.0	56.0	0.0812043795620438	0.0510948905109489	False	False	PA	619	2052	50969	89830.6666256944	72.5	0.06614963503649635
MH7687	SRR6121503	SRR6121614	CY207736.1	608	2171	9.0	6.0	0.0082116788321167	0.0054744525547445	False	False	PA	619	2182	50969	89830.6666256944	7.5	0.0068430656934306
MH7687	SRR6121503	SRR6121614	CY207736.1	618	1917	93.0	52.0	0.0848540145985401	0.0474452554744525	False	False	PA	629	1928	50969	89830.6666256944	72.5	0.06614963503649629
MH7687	SRR6121503	SRR6121614	CY207736.1	647	1827	16.0	1.0	0.0145985401459854	0.000912408759124	False	False	PA	658	1838	50969	89830.6666256944	8.5	0.0077554744525546995
MH7687	SRR6121503	SRR6121614	CY207736.1	702	1895	26.0	9.0	0.0237226277372262	0.0082116788321167	False	False	PA	713	1906	50969	89830.6666256944	17.5	0.01596715328467145
